Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol h?e	vol.depol 532	error vol.depol 	partdepolh?e	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.487645	2.221757	0.333264	1.3945	0.209175	0.685877	0.102882	-1397.171885	243.760814	-1554.425967	264.056426	-628.859026	-144.690665	-1114.683728	-252.610912	-0.263657	0.736343	1.15138	0.60378	1.023726	0.313303	0.487645	0.019329	0.001933	0.487645	0.03369	0.003369	226.143814	295.175415	97571.57813	0.487645	0.009391	0.000939	0.487645	0.019313	0.001931	0	0	0.487645	1.33402	0.0002	-4.766379	0.051941	-3.572943	-38.939667	0	0	0	0	0	0	0	0	0	0	0	0.337275	0	0	0.487645	2.158655	NaN	44.100886	0.023842	20.429797	0	0.007759	0.001456	0.000088
0.495116	2.216547	0.332482	1.390013	0.208502	0.681297	0.102194	-1307.830028	226.46083	-1458.621669	244.975624	-590.030388	-135.171811	-1049.35844	-236.297322	-0.269755	0.730245	1.153542	0.604914	1.028743	0.314839	0.495116	0.019353	0.001935	0.495116	0.033784	0.003378	233.615265	295.092468	97477.46875	0.495116	0.009414	0.000941	0.495116	0.019446	0.001945	0	0	0.495116	1.33086	0.0002	1.660324	0.051457	1.247558	38.665037	0	0	0	0	0	0	0	0	0	0	0	0.334139	0	0	0.495116	2.138076	NaN	42.709153	0.023714	19.97551	0	0.007753	0.001455	0.000088
0.502588	2.21041	0.331561	1.386279	0.207942	0.677264	0.10159	-1224.989626	210.475952	-1367.045845	227.940759	-554.19114	-126.401289	-986.126176	-221.169689	-0.271231	0.728769	1.153338	0.604807	1.033428	0.316272	0.502588	0.019379	0.001938	0.502588	0.033883	0.003388	241.086731	295.009521	97383.36719	0.502588	0.009438	0.000944	0.502588	0.019582	0.001958	0	0	0.502588	1.329131	0.000199	0.750168	0.050667	0.564405	38.120377	0	0	0	0	0	0	0	0	0	0	0	0.329448	0	0	0.502588	2.116298	NaN	37.932619	0.024929	17.924046	0	0.007748	0.001454	0.000088
0.510059	2.20504	0.330756	1.382326	0.207349	0.672904	0.100936	-1147.06417	196.059921	-1282.432328	212.493114	-520.201147	-118.298308	-927.735064	-207.35441	-0.275762	0.724238	1.154384	0.605355	1.038626	0.317863	0.510059	0.019405	0.00194	0.510059	0.033984	0.003398	248.558182	294.926605	97289.26563	0.510059	0.009459	0.000946	0.510059	0.019709	0.001971	0	0	0.510059	1.323474	0.000199	-3.215917	0.050329	-2.429905	-38.02963	0	0	0	0	0	0	0	0	0	0	0	0.32538	0	0	0.510059	2.103665	NaN	40.466152	0.024542	19.236024	0	0.007743	0.001453	0.000088
0.517531	2.196978	0.329547	1.377818	0.206673	0.668871	0.100331	-1073.371373	182.765449	-1202.284433	198.108839	-488.567203	-110.86565	-872.600324	-194.438114	-0.280375	0.719625	1.153404	0.604842	1.042586	0.319075	0.517531	0.01943	0.001943	0.517531	0.034088	0.003409	256.029663	294.843658	97195.16406	0.517531	0.009484	0.000948	0.517531	0.019855	0.001986	0	0	0.517531	1.31534	0.000197	-1.760436	0.049446	-1.338388	-37.592134	0	0	0	0	0	0	0	0	0	0	0	0.321549	0	0	0.517531	2.096548	NaN	42.456568	0.02409	20.250704	0	0.007737	0.001452	0.000088
0.525002	2.191882	0.328782	1.373522	0.206028	0.664548	0.099682	-1004.959972	170.874862	-1127.488784	185.037325	-458.491826	-103.95812	-820.874434	-182.510477	-0.284395	0.715605	1.155384	0.60588	1.047435	0.320559	0.525002	0.019465	0.001947	0.525002	0.034212	0.003421	263.501099	294.834351	97101.375	0.525002	0.009506	0.000951	0.525002	0.019987	0.001999	0	0	0.525002	1.301569	0.000195	-12.931748	0.052681	-9.935509	-40.502784	0	0	0	0	0	0	0	0	0	0	0	0.316473	0	0	0.525002	2.091629	NaN	44.479156	0.02383	21.265319	0	0.00773	0.00145	0.000088
0.532474	2.185713	0.327857	1.368313	0.205247	0.660415	0.099062	-940.75307	160.099173	-1057.313633	172.988554	-430.410126	-97.639454	-772.713032	-171.515641	-0.288748	0.711252	1.157808	0.607151	1.050955	0.321636	0.532474	0.0195	0.00195	0.532474	0.034336	0.003434	270.972565	294.82843	97007.60938	0.532474	0.009529	0.000953	0.532474	0.020124	0.002012	0	0	0.532474	1.296959	0.000195	-15.48995	0.051962	-11.943285	-40.104797	0	0	0	0	0	0	0	0	0	0	0	0.311553	0	0	0.532474	2.075989	NaN	45.045407	0.023438	21.698287	0	0.007723	0.001449	0.000088
0.539945	2.178774	0.326816	1.364599	0.20469	0.656342	0.098451	-881.094301	150.137952	-991.719164	162.845023	-404.399056	-91.804785	-726.747452	-161.631	-0.29238	0.70762	1.156667	0.606553	1.055958	0.323167	0.539945	0.019537	0.001954	0.539945	0.034468	0.003447	278.444031	294.82251	96913.83594	0.539945	0.00955	0.000955	0.539945	0.020256	0.002026	0	0	0.539945	1.298205	0.000195	-7.494901	0.052265	-5.773282	-40.269074	0	0	0	0	0	0	0	0	0	0	0	0.307653	0	0	0.539945	2.064953	NaN	43.83593	0.023309	21.228539	0	0.007716	0.001448	0.000088
0.547417	2.172395	0.325859	1.360498	0.204075	0.652185	0.097828	-824.014069	141.072162	-929.410013	153.437233	-379.311259	-86.337972	-683.139645	-152.380021	-0.29754	0.70246	1.15686	0.606654	1.060781	0.324643	0.547417	0.019563	0.001956	0.547417	0.034576	0.003458	285.915497	294.816589	96820.07031	0.547417	0.009567	0.000957	0.547417	0.020373	0.002037	0	0	0.547417	1.294784	0.000194	6.408518	0.054248	4.949487	41.90406	0	0	0	0	0	0	0	0	0	0	0	0.303393	0	0	0.547417	2.05225	NaN	42.690793	0.023133	20.801947	0	0.007708	0.001446	0.000088
0.554888	2.16423	0.324635	1.355653	0.203348	0.648028	0.097204	-770.431926	132.891997	-871.71432	144.684421	-355.984239	-81.374047	-643.021759	-143.853501	-0.305322	0.694678	1.156371	0.606397	1.064859	0.325891	0.554888	0.019604	0.00196	0.554888	0.034717	0.003472	293.386963	294.810669	96726.29688	0.554888	0.009587	0.000959	0.554888	0.0205	0.00205	0	0	0.554888	1.292306	0.000194	8.43797	0.053587	6.529389	41.478049	0	0	0	0	0	0	0	0	0	0	0	0.29918	0	0	0.554888	2.03948	NaN	42.725972	0.022818	20.949439	0	0.007701	0.001445	0.000087
0.56236	2.1584	0.32376	1.350601	0.20259	0.644048	0.096607	-719.304259	125.31034	-817.474152	136.686039	-333.258116	-76.612621	-605.266876	-135.959733	-0.316259	0.683741	1.158931	0.60774	1.068363	0.326964	0.56236	0.019635	0.001963	0.56236	0.034838	0.003484	300.858398	294.804749	96632.52344	0.56236	0.009604	0.00096	0.56236	0.020622	0.002062	0	0	0.56236	1.28819	0.000193	7.485659	0.052972	5.810988	41.130633	0	0	0	0	0	0	0	0	0	0	0	0.294622	0	0	0.56236	2.037176	NaN	46.332452	0.022906	22.743468	0	0.007694	0.001443	0.000087
0.569831	2.150698	0.322605	1.345948	0.201892	0.640205	0.096031	-671.754552	118.554966	-765.382689	129.357946	-312.342511	-72.344315	-568.657128	-128.502235	-0.322558	0.677442	1.158627	0.60758	1.072016	0.328082	0.569831	0.019676	0.001968	0.569831	0.03498	0.003498	308.329865	294.798828	96538.75781	0.569831	0.009623	0.000962	0.569831	0.020748	0.002075	0	0	0.569831	1.28024	0.000192	12.435541	0.051498	9.713447	40.251588	0	0	0	0	0	0	0	0	0	0	0	0.290195	0	0	0.569831	2.032308	NaN	46.938427	0.022613	23.096119	0	0.007686	0.001442	0.000087
0.577302	2.144934	0.32174	1.340916	0.201137	0.636502	0.095475	-626.837278	112.428211	-716.151035	122.501984	-292.240848	-68.330168	-534.07608	-121.506922	-0.329285	0.670715	1.161251	0.608957	1.074983	0.32899	0.577302	0.01972	0.001972	0.577302	0.035131	0.003513	315.801331	294.792908	96444.98438	0.577302	0.009641	0.000964	0.577302	0.020872	0.002087	0	0	0.577302	1.274192	0.000191	6.158739	0.051565	4.833445	40.474885	0	0	0	0	0	0	0	0	0	0	0	0.285963	0	0	0.577302	2.03724	NaN	49.028005	0.022845	24.06589	0	0.007679	0.001441	0.000087
0.584774	2.137681	0.320652	1.335701	0.200355	0.632416	0.094862	-583.846186	106.29509	-669.234098	115.945613	-273.12132	-64.427621	-501.035906	-114.819218	-0.337423	0.662577	1.16251	0.609617	1.078651	0.330112	0.584774	0.019769	0.001977	0.584774	0.035292	0.003529	323.272797	294.786987	96351.21875	0.584774	0.00966	0.000966	0.584774	0.020999	0.0021	0	0	0.584774	1.271038	0.000191	8.719016	0.050989	6.859763	40.129403	0	0	0	0	0	0	0	0	0	0	0	0.280732	0	0	0.584774	2.036768	NaN	52.239205	0.023047	25.648091	0	0.007672	0.001439	0.000087
0.592245	2.129585	0.319438	1.330758	0.199614	0.628867	0.09433	-543.346027	100.481524	-624.001602	110.00434	-255.141772	-60.75347	-468.906848	-108.537153	-0.342145	0.657855	1.162295	0.609504	1.081422	0.33096	0.592245	0.019819	0.001982	0.592245	0.035456	0.003546	330.744263	294.781097	96257.44531	0.592245	0.00968	0.000968	0.592245	0.021137	0.002114	0	0	0.592245	1.265739	0.00019	11.683641	0.050357	9.230688	39.808939	0	0	0	0	0	0	0	0	0	0	0	0.276131	0	0	0.592245	2.023888	NaN	52.980369	0.022763	26.177515	0	0.007664	0.001438	0.000087
0.599717	2.12025	0.318038	1.32569	0.198854	0.625132	0.09377	-505.394976	94.963981	-582.430801	104.266524	-238.365744	-57.310287	-439.341592	-102.610497	-0.350707	0.649293	1.160868	0.608756	1.08451	0.331905	0.599717	0.019862	0.001986	0.599717	0.035607	0.003561	338.215698	294.775177	96163.67969	0.599717	0.009697	0.00097	0.599717	0.021261	0.002126	0	0	0.599717	1.259781	0.000189	8.875745	0.049841	7.045466	39.577682	0	0	0	0	0	0	0	0	0	0	0	0.271628	0	0	0.599717	2.01561	NaN	53.821598	0.022475	26.702389	0	0.007657	0.001437	0.000087
0.607188	2.112741	0.316911	1.319778	0.197967	0.62111	0.093167	-467.931596	89.559213	-543.342277	98.380609	-221.480863	-53.857476	-411.692278	-96.800018	-0.369364	0.630636	1.163146	0.60995	1.087373	0.332782	0.607188	0.019911	0.001991	0.607188	0.035772	0.003577	345.687164	294.769257	96069.90625	0.607188	0.009713	0.000971	0.607188	0.021379	0.002138	0	0	0.607188	1.251808	0.000188	5.195268	0.049656	4.150211	39.672283	0	0	0	0	0	0	0	0	0	0	0	0.266758	0	0	0.607188	2.016484	NaN	50.786709	0.022248	25.185778	0	0.00765	0.001435	0.000087
0.61466	2.102904	0.315436	1.314249	0.197137	0.617077	0.092562	-431.839352	84.227059	-504.248984	92.724912	-205.353859	-50.527736	-383.678533	-91.0495	-0.383206	0.616794	1.161988	0.609343	1.090716	0.333805	0.61466	0.019963	0.001996	0.61466	0.035942	0.003594	353.15863	294.763336	95976.14063	0.61466	0.009728	0.000973	0.61466	0.021494	0.002149	0	0	0.61466	1.244471	0.000187	-3.667678	0.050229	-2.947179	-40.364358	0	0	0	0	0	0	0	0	0	0	0	0.264241	0	0	0.61466	2.006556	NaN	54.888641	0.022127	27.354658	0	0.007642	0.001434	0.000087
0.622131	2.093823	0.314073	1.307741	0.196161	0.613094	0.091964	-397.791819	79.060929	-467.517739	87.255918	-189.98347	-47.306024	-357.500169	-85.601113	-0.399254	0.600746	1.163561	0.610168	1.092897	0.334472	0.622131	0.02002	0.002002	0.622131	0.036125	0.003613	360.630096	294.757416	95882.36719	0.622131	0.00974	0.000974	0.622131	0.021596	0.00216	0	0	0.622131	1.239747	0.000186	-4.720685	0.049612	-3.807781	-40.022307	0	0	0	0	0	0	0	0	0	0	0	0.260095	0	0	0.622131	2.001291	NaN	55.131871	0.021859	27.548152	0	0.007635	0.001432	0.000087
0.629603	2.083792	0.312569	1.302648	0.195397	0.609169	0.091375	-366.010256	73.91198	-432.547862	81.860313	-175.646256	-44.184589	-332.052694	-80.186507	-0.412907	0.587093	1.161335	0.609001	1.096532	0.335585	0.629603	0.020073	0.002007	0.629603	0.036301	0.00363	368.101562	294.751495	95788.60156	0.629603	0.009759	0.000976	0.629603	0.021728	0.002173	0	0	0.629603	1.236252	0.000185	-7.969078	0.048914	-6.446162	-39.577803	0	0	0	0	0	0	0	0	0	0	0	0.2587	0	0	0.629603	1.983842	NaN	52.524995	0.021656	26.476401	0	0.007628	0.001431	0.000087
0.637074	2.073946	0.311092	1.296292	0.194444	0.605246	0.090787	-333.831629	68.880302	-397.629957	76.277255	-160.964451	-41.061109	-306.744235	-74.696254	-0.432321	0.567679	1.16172	0.609203	1.098796	0.336277	0.637074	0.020119	0.002012	0.637074	0.036462	0.003646	375.572998	294.745575	95694.82813	0.637074	0.009774	0.000977	0.637074	0.021845	0.002185	0	0	0.637074	1.226983	0.000184	-8.351072	0.048382	-6.806182	-39.445274	0	0	0	0	0	0	0	0	0	0	0	0.257223	0	0	0.637074	1.985133	NaN	58.807493	0.02248	29.623953	0	0.007621	0.00143	0.000087
0.644546	2.063079	0.309462	1.289603	0.193441	0.601514	0.090227	-304.014812	63.878754	-365.809027	70.86857	-147.359758	-38.043157	-283.660091	-69.500614	-0.457412	0.542588	1.16152	0.609098	1.100257	0.336725	0.644546	0.020164	0.002016	0.644546	0.03662	0.003662	383.044464	294.739655	95601.0625	0.644546	0.009792	0.000979	0.644546	0.021982	0.002198	0	0	0.644546	1.221316	0.000183	-12.234276	0.047651	-10.017287	-39.044826	0	0	0	0	0	0	0	0	0	0	0	0.254226	0	0	0.644546	1.981062	NaN	63.993174	0.023035	32.302454	0	0.007613	0.001428	0.000086
0.652017	2.054087	0.308113	1.282384	0.192358	0.597505	0.089626	-275.214096	59.088492	-335.479836	65.526655	-133.98367	-35.091479	-261.606359	-64.426777	-0.489493	0.510507	1.1646	0.610712	1.101805	0.337198	0.652017	0.020221	0.002022	0.652017	0.036808	0.003681	390.51593	294.733734	95507.28906	0.652017	0.009808	0.000981	0.652017	0.022102	0.00221	0	0	0.652017	1.21125	0.000182	-18.953904	0.047744	-15.648217	-39.487139	0	0	0	0	0	0	0	0	0	0	0	0.251352	0	0	0.652017	1.967493	NaN	63.70216	0.022782	32.377331	0	0.007606	0.001427	0.000086
0.659489	2.042166	0.306325	1.276097	0.191415	0.593741	0.089061	-248.529158	54.473375	-306.17432	60.21702	-121.698826	-32.322714	-239.930325	-59.346413	-0.515652	0.484348	1.162361	0.609538	1.103833	0.337819	0.659489	0.020262	0.002026	0.659489	0.036961	0.003696	397.987396	294.718414	95414.02344	0.659489	0.009823	0.000982	0.659489	0.022224	0.002222	0	0	0.659489	1.205922	0.000181	-10.281499	0.046896	-8.525841	-38.909048	0	0	0	0	0	0	0	0	0	0	0	0.248773	0	0	0.659489	1.954383	NaN	60.618151	0.022652	31.016517	0	0.007599	0.001426	0.000086
0.66696	2.030796	0.304619	1.270229	0.190534	0.589912	0.088487	-223.588408	49.867262	-278.028305	55.5683	-110.098911	-29.592461	-218.88039	-54.69657	-0.538695	0.461305	1.159952	0.608275	1.106518	0.338641	0.66696	0.020308	0.002031	0.66696	0.037126	0.003713	405.458862	294.68692	95321.64063	0.66696	0.009837	0.000984	0.66696	0.022343	0.002234	0	0	0.66696	1.202876	0.00018	-0.729073	0.047294	-0.606108	-39.317457	0	0	0	0	0	0	0	0	0	0	0	0.245591	0	0	0.66696	1.935642	NaN	59.021995	0.022423	30.492206	0	0.007592	0.001424	0.000086
0.674431	2.019411	0.302912	1.263794	0.189569	0.585822	0.087873	-199.543998	45.515685	-251.67751	51.043549	-98.812959	-26.975924	-199.144432	-50.235437	-0.573792	0.426208	1.158611	0.607572	1.109226	0.33947	0.674431	0.020346	0.002035	0.674431	0.037277	0.003728	412.930298	294.655426	95229.25	0.674431	0.009854	0.000985	0.674431	0.022474	0.002247	0	0	0.674431	1.195144	0.000179	-9.383361	0.047272	-7.851238	-39.571112	0	0	0	0	0	0	0	0	0	0	0	0.242583	0	0	0.674431	1.927957	NaN	58.631911	0.022185	30.411426	0	0.007586	0.001423	0.000086
0.681903	2.00841	0.301262	1.256879	0.188532	0.581725	0.087259	-177.012135	41.302425	-226.781772	46.446446	-88.135439	-24.447597	-180.432489	-45.804919	-0.612495	0.387505	1.158671	0.607603	1.111437	0.340146	0.681903	0.020396	0.00204	0.681903	0.037453	0.003745	420.401764	294.623932	95136.86719	0.681903	0.009875	0.000987	0.681903	0.022625	0.002263	0	0	0.681903	1.186273	0.000178	-14.904158	0.046677	-12.563854	-39.392534	0	0	0	0	0	0	0	0	0	0	0	0.241841	0	0	0.681903	1.905137	NaN	55.187567	0.022188	28.967773	0	0.007579	0.001422	0.000086
0.689374	1.996878	0.299532	1.250066	0.18751	0.577858	0.086679	-156.710186	37.474641	-204.287069	42.374501	-78.477594	-22.153043	-163.421081	-41.832493	-0.655405	0.344595	1.157872	0.607185	1.113217	0.340691	0.689374	0.020435	0.002044	0.689374	0.037609	0.003761	427.87323	294.592468	95044.47656	0.689374	0.009895	0.00099	0.689374	0.022778	0.002278	0	0	0.689374	1.180436	0.000177	-17.114009	0.046198	-14.498041	-39.196862	0	0	0	0	0	0	0	0	0	0	0	0.239804	0	0	0.689374	1.88481	NaN	55.759766	0.021938	29.583763	0	0.007573	0.001421	0.000086
0.696846	1.98521	0.297781	1.243438	0.186516	0.573685	0.086053	-136.587566	33.715071	-181.769864	38.052898	-68.802593	-19.873025	-146.183354	-37.647815	-0.706446	0.293554	1.156527	0.606479	1.116004	0.341544	0.696846	0.020469	0.002047	0.696846	0.037755	0.003775	435.344696	294.560974	94952.08594	0.696846	0.009914	0.000991	0.696846	0.022926	0.002293	0	0	0.696846	1.180122	0.000177	-4.286342	0.046808	-3.632117	-39.667573	0	0	0	0	0	0	0	0	0	0	0	0.237127	0	0	0.696846	1.871036	NaN	51.293711	0.022485	27.414606	0	0.007566	0.00142	0.000086
0.704317	1.972682	0.295902	1.235645	0.185347	0.569225	0.085384	-118.891857	30.289708	-164.375708	34.178148	-60.269146	-17.818292	-133.028272	-34.106549	-0.800791	0.199209	1.156418	0.606422	1.118194	0.342214	0.704317	0.020516	0.002052	0.704317	0.037929	0.003793	442.816162	294.52948	94859.70313	0.704317	0.009932	0.000993	0.704317	0.023068	0.002307	0	0	0.704317	1.185457	0.000178	8.165943	0.050207	6.888434	42.36512	0	0	0	0	0	0	0	0	0	0	0	0.235437	0	0	0.704317	1.855122	NaN	53.790622	0.022261	28.995733	0	0.00756	0.001418	0.000086
0.711789	1.958453	0.293768	1.229466	0.18442	0.565529	0.084829	-103.106498	27.209159	-145.750236	30.877229	-52.646921	-15.980739	-118.547561	-30.772295	-0.855649	0.144351	1.150914	0.603536	1.120361	0.342877	0.711789	0.020544	0.002054	0.711789	0.038067	0.003807	450.287628	294.497986	94767.3125	0.711789	0.009948	0.000995	0.711789	0.023203	0.00232	0	0	0.711789	1.180201	0.000177	10.71797	0.049803	9.081477	42.220675	0	0	0	0	0	0	0	0	0	0	0	0.233381	0	0	0.711789	1.830692	NaN	59.410203	0.021606	32.452318	0	0.007553	0.001417	0.000086
0.71926	1.947078	0.292062	1.22265	0.183397	0.561572	0.084236	-88.496376	24.21877	-128.278306	27.461719	-45.450855	-14.184385	-104.918272	-27.425626	-0.917718	0.082282	1.150259	0.603192	1.122469	0.343523	0.71926	0.020571	0.002057	0.71926	0.038204	0.00382	457.759064	294.466492	94674.92188	0.71926	0.009963	0.000996	0.71926	0.023339	0.002334	0	0	0.71926	1.177943	0.000177	23.284687	0.050733	19.767244	43.1711	0	0	0	0	0	0	0	0	0	0	0	0.23259	0	0	0.71926	1.839286	NaN	58.521219	0.021316	31.817361	0	0.007546	0.001416	0.000086
0.726732	1.936246	0.290437	1.215644	0.182347	0.557417	0.083613	-73.488695	21.569099	-111.741048	24.460345	-37.954207	-12.510134	-91.919251	-24.39207	-1.035911	-0.035911	1.150675	0.60341	1.124892	0.344264	0.726732	0.020605	0.002061	0.726732	0.038359	0.003836	465.23053	294.434998	94582.53906	0.726732	0.009978	0.000998	0.726732	0.023473	0.002347	0	0	0.726732	1.166086	0.000175	32.388497	0.049554	27.775381	42.69971	0	0	0	0	0	0	0	0	0	0	0	0.230481	0	0	0.726732	1.809993	NaN	57.66199	0.021181	31.857573	0	0.00754	0.001415	0.000086
0.734203	1.923906	0.288586	1.207485	0.181123	0.553121	0.082968	-62.438164	18.990763	-98.698193	21.248271	-32.453857	-11.006075	-81.73863	-21.447283	-1.131918	-0.131918	1.151515	0.603851	1.126339	0.344707	0.734203	0.020646	0.002065	0.734203	0.038531	0.003853	472.701996	294.403503	94490.14844	0.734203	0.009988	0.000999	0.734203	0.023588	0.002359	0	0	0.734203	1.155465	0.000173	22.944185	0.049705	19.857109	43.120223	0	0	0	0	0	0	0	0	0	0	0	0.230882	0	0	0.734203	1.802383	NaN	61.839275	0.020585	34.30974	0	0.007533	0.001413	0.000086
0.741675	1.914309	0.287146	1.200867	0.18013	0.54922	0.082383	-51.849241	16.879789	-85.105218	18.965282	-27.085091	-9.708642	-70.869809	-19.037476	-1.22501	-0.22501	1.15274	0.604493	1.128621	0.345405	0.741675	0.020683	0.002068	0.741675	0.038697	0.00387	480.173462	294.372009	94397.75781	0.741675	0.010001	0.001	0.741675	0.023719	0.002372	0	0	0.741675	1.155624	0.000173	22.174339	0.049136	19.188204	42.616608	0	0	0	0	0	0	0	0	0	0	0	0.229461	0	0	0.741675	1.822141	NaN	63.791996	0.020728	35.009355	0	0.007527	0.001412	0.000085
0.749146	1.901096	0.285164	1.193024	0.178954	0.545099	0.081765	-41.987215	14.822483	-74.489321	16.576879	-22.085797	-8.471443	-62.437392	-16.756526	-1.417192	-0.417192	1.151816	0.604009	1.130033	0.345837	0.749146	0.02073	0.002073	0.749146	0.038888	0.003889	487.644928	294.340515	94305.375	0.749146	0.010018	0.001002	0.749146	0.02387	0.002387	0	0	0.749146	1.152926	0.000173	23.448476	0.048753	20.338228	42.396247	0	0	0	0	0	0	0	0	0	0	0	0.229863	0	0	0.749146	1.823421	NaN	65.261449	0.020681	35.790673	0	0.00752	0.001411	0.000085
0.756617	1.889087	0.283363	1.185163	0.177774	0.540775	0.081116	-32.408486	13.018509	-65.892389	14.524151	-17.155631	-7.356214	-55.597767	-14.823452	-1.75416	-0.75416	1.152495	0.604365	1.131985	0.346435	0.756617	0.020768	0.002077	0.756617	0.039063	0.003906	495.116364	294.309052	94212.98438	0.756617	0.010032	0.001003	0.756617	0.024014	0.002401	0	0	0.756617	1.157722	0.000174	42.738665	0.052723	36.916183	45.87574	0	0	0	0	0	0	0	0	0	0	0	0.227957	0	0	0.756617	1.809083	NaN	67.09791	0.020488	37.089452	0	0.007514	0.00141	0.000085
0.764089	1.876366	0.281455	1.178373	0.176756	0.536343	0.080451	-24.46542	11.235587	-57.489718	12.652056	-13.038728	-6.299267	-48.787348	-12.993661	-2.111968	-1.111968	1.149993	0.603053	1.13557	0.347532	0.764089	0.020807	0.002081	0.764089	0.039241	0.003924	502.58783	294.277557	94120.59375	0.764089	0.010046	0.001005	0.764089	0.024154	0.002415	0	0	0.764089	1.157314	0.000174	42.299017	0.052181	36.549303	45.419895	0	0	0	0	0	0	0	0	0	0	0	0.226558	0	0	0.764089	1.789936	NaN	61.874876	0.020889	34.568203	0	0.007507	0.001408	0.000085
0.77156	1.861836	0.279275	1.171608	0.175741	0.532051	0.079808	-16.905388	9.867254	-50.214229	11.362736	-9.079956	-5.471957	-42.859232	-11.635708	-2.691216	-1.691216	1.145009	0.600439	1.138855	0.348537	0.77156	0.020848	0.002085	0.77156	0.03943	0.003943	510.059296	294.246063	94028.21094	0.77156	0.010061	0.001006	0.77156	0.024306	0.002431	0	0	0.77156	1.150447	0.000173	35.996507	0.051843	31.289135	45.307335	0	0	0	0	0	0	0	0	0	0	0	0.226369	0	0	0.77156	1.777972	NaN	64.226091	0.02084	36.123233	0	0.0075	0.001407	0.000085
0.779032	1.849027	0.277354	1.164007	0.174601	0.527808	0.079171	-9.714255	8.709391	-44.428961	10.042733	-5.253711	-4.775725	-38.168988	-10.354578	-3.758221	-2.758221	1.144035	0.599928	1.141013	0.349198	0.779032	0.020886	0.002089	0.779032	0.039613	0.003961	517.530762	294.214569	93935.82031	0.779032	0.010075	0.001007	0.779032	0.024455	0.002446	0	0	0.779032	1.143956	0.000172	27.320287	0.05167	23.882281	45.309323	0	0	0	0	0	0	0	0	0	0	0	0.228402	0	0	0.779032	1.761056	NaN	58.067666	0.020736	32.973209	0	0.007494	0.001406	0.000085
0.786503	1.837172	0.275576	1.157427	0.173614	0.523665	0.07855	-4.673348	7.736182	-38.89291	9.317038	-2.543773	-4.228171	-33.602914	-9.497635	-5.238076	-4.238076	1.142148	0.598939	1.144205	0.350175	0.786503	0.02091	0.002091	0.786503	0.039768	0.003977	525.002197	294.183075	93843.42969	0.786503	0.010093	0.001009	0.786503	0.024631	0.002463	0	0	0.786503	1.135141	0.00017	21.568361	0.051786	19.000597	45.709262	0	0	0	0	0	0	0	0	0	0	0	0.225197	0	0	0.786503	1.745002	NaN	53.378066	0.020666	30.589112	0	0.007487	0.001405	0.000085
0.793975	1.823343	0.273501	1.150324	0.172549	0.519253	0.077888	-0.891111	6.898716	-32.861897	8.263454	-0.488724	-3.784263	-28.56752	-8.364585	-8.9181	-7.9181	1.138687	0.597124	1.14753	0.351192	0.793975	0.020951	0.002095	0.793975	0.039967	0.003997	532.473694	294.151581	93751.04688	0.793975	0.010114	0.001011	0.793975	0.024819	0.002482	0	0	0.793975	1.118752	0.000168	11.112262	0.053243	9.932728	47.61469	0	0	0	0	0	0	0	0	0	0	0	0.22189	0	0	0.793975	1.728963	NaN	57.658129	0.020554	33.348381	0	0.007481	0.001404	0.000085
